PuzzleId,FEN,Moves,Rating,Themes
03Dim,rn3rk1/pp2qpp1/7p/8/2pP1bb1/2PQ1NN1/PP2P1PP/1K1R1B1R w - - 0 15,d3e4 e7e4 g3e4 g4f5,1523,advantage opening pin short
00h8Z,5k2/p1R4R/1p4p1/3r3q/3P4/2P2rQp/PP5K/8 b - - 4 36,f3g3 c7c8 d5d8 c8d8,1525,endgame mate mateIn2 queenRookEndgame short
01HQs,2k2b1r/ppp1ppp1/2n4p/8/3r2nq/2NPB3/PPP2P1N/R2QRBK1 w - - 6 14,h2g4 d4g4 f1g2 h4h3 d1g4 h3g4,1525,advantage kingsideAttack long middlegame pin
00IUT,1r2r1k1/ppp1q1pp/4b3/4P3/1Q1p1P2/8/P5PP/R1BR2K1 w - - 6 19,d1d4 c7c5 b4a3 c5d4 a3e7 e8e7,1527,crushing fork long middlegame
0133E,7r/6p1/1pp5/p3N1k1/2P3p1/5K1P/8/7R w - - 0 35,f3g3 h8h3 h1h3 g4h3,1529,crushing endgame short
00Kia,5r1k/4n1pp/1p6/pP5Q/P2pB2K/6P1/2P4P/4q3 b - - 4 37,g7g6 h5e5 h8g8 e4d5 e7d5 e5e1,1536,advantage discoveredAttack endgame fork long
024CM,r3r1k1/pp3pp1/5Q1p/2bq4/8/4PP1P/P2PKP2/6RR b - - 0 19,d5e5 g1g7 g8h8 f6h6,1536,kingsideAttack mate mateIn2 middlegame short
03gIy,r5k1/pppRrp1p/2n2bp1/4p3/2P1P3/2N2B1P/PP3PP1/2K4R w - - 2 15,c3d5 f6g5 c1b1 e7d7,1539,crushing middlegame short
01TRg,4k3/6R1/4B1K1/1r4p1/6P1/8/3b4/8 b - - 15 45,d2c3 e6d7 e8d8 d7b5 c3g7 g6g7,1541,crushing endgame fork long
02Xg7,6k1/8/p4qp1/2p1N3/Pp1nP3/1P1P4/1KPQ1P1r/5R2 w - - 1 33,e5c4 d4f3 e4e5 f3d2 e5f6 d2f1,1541,advantage discoveredAttack endgame long
01dsW,2R2bk1/7p/6p1/3p1p2/1r1Bp3/4P1P1/5PKP/8 b - - 1 36,g8f7 c8f8 f7f8 d4c5 f8f7 c5b4,1542,advantage attraction endgame fork long sacrifice
00uKb,6k1/p4rp1/8/2p1Bq1p/2P1b3/2P3QP/P5P1/4R1K1 w - - 0 30,g1h2 h5h4 g3h4 f5e5,1545,advantage deflection endgame short
03OXn,6k1/p3np2/2p3p1/NbPpb2p/B7/P3P3/5PPP/1N4K1 w - - 2 28,a5c6 b5c6 a4c6 e7c6,1545,advantage endgame short
00Nf5,r1bq1rk1/pp2bppp/2pp1n2/8/5P2/5N2/PBPPB1PP/RN1Q1RK1 w - - 5 11,b1c3 d8b6 g1h1 b6b2 a1b1 b2a3,1546,advantage fork long opening
02MCr,1n1r3k/p4pp1/bp1Pp2p/4Pq1P/Q4B2/2N2BP1/PP3P2/6K1 b - - 2 28,f5d3 f3e2 d3e2 c3e2,1547,advantage master middlegame short
03BHm,r2q1rk1/pp3ppp/2p1b3/2R5/2P5/3P3P/P1P2PP1/R1BQ2K1 w - - 1 15,d1f3 d8d4 a1b1 d4c5,1550,advantage fork middlegame short
039ga,r2q2rk/4p2Q/3p1bpB/p7/1P6/2N2P2/1PP3P1/2KR3R b - - 0 23,h8h7 h6f8 f6h4 h1h4,1551,discoveredAttack discoveredCheck mate mateIn2 middlegame pillsburysMate short
02nli,r2q2rk/pp1n1pnp/2p5/3pP3/3P1Q1N/8/PPP2PPP/R4RK1 b - - 2 18,f7f5 h4g6 h7g6 f4h6,1553,kingsideAttack mate mateIn2 middlegame sacrifice short
03WTw,r3kb1r/ppq2pp1/2p1pn2/6N1/1P2Q3/P7/2PP1PPP/R1B1K2R w KQkq - 1 14,e4f3 c7e5 f3e3 e5a1,1554,crushing fork middlegame pin short
01RWL,8/1B1K4/p4k2/8/1P4p1/5p2/P7/8 w - - 0 46,b7a6 g4g3 b4b5 g3g2 b5b6 g2g1q,1555,advancedPawn bishopEndgame crushing endgame long promotion
002uV,r2r2k1/1p2qppp/2n1p3/5n2/p2P4/P2Q1N2/BP3PPP/2R1R1K1 w - - 4 20,d3f5 e6f5 e1e7 c6e7,1558,advantage middlegame short
01iLZ,2r3k1/6pp/2b5/3R4/3P4/R3P1BP/5P1K/1r6 w - - 3 34,a3c3 b1h1 h2h1 c6d5 h1h2 c8c3,1561,attraction crushing discoveredAttack endgame long
02A8s,6k1/7p/3P2p1/1R6/8/7r/K7/8 b - - 0 43,g8f8 b5b8 f8f7 d6d7,1562,advancedPawn crushing endgame rookEndgame short
004BW,r1bk2r1/ppq2pQp/3bpn2/1BpnN3/5P2/1P6/PBPP2PP/RN2K2R w KQ - 3 13,e5f7 d8e7 g7g8 f6g8,1563,advantage master middlegame short
02cgy,B4k1r/p6p/3ppnp1/2p5/3bPP2/2NP1PR1/PPP2q1P/R1BQ1b1K w - - 5 17,d1d2 f1g2 g3g2 f2f1 g2g1 f1g1,1563,clearance kingsideAttack long mate mateIn3 middlegame sacrifice
01Lbu,3r1rk1/3PRppp/8/3Q4/p7/1P6/q5PP/4R1K1 w - - 1 29,d5f7 f8f7 e7e8 f7f8,1565,crushing endgame short
03Yux,1R6/4bkpp/5q2/2p5/2Q4P/2P1P1P1/P4P1K/3r4 b - - 4 37,f7g6 c4g4 g6h6 g4d1,1568,advantage endgame fork short
01Dmj,k2r4/pb1q1pp1/2n1p1n1/3pP3/2N3P1/1QP2N2/PP3P2/2KR3B w - - 8 20,h1g2 d5c4 d1d7 c4b3 d7d8 c6d8,1569,advantage long middlegame
03JeC,5rk1/3PQppp/p7/6P1/8/2pq4/P5PP/4R2K b - - 0 30,c3c2 e7f8 g8f8 e1e8,1570,attraction endgame mate mateIn2 sacrifice short
02VMR,1r6/1p1k3p/pR4n1/2p5/6P1/2B4P/P4K2/8 b - - 2 35,d7c7 b6g6 h7g6 c3e5 c7d7 e5b8,1576,advantage endgame long sacrifice skewer
039rW,8/6k1/8/1K4pp/1R4Pr/P7/1P6/8 w - - 0 45,g4h5 h4b4 b5b4 g5g4,1580,crushing defensiveMove endgame rookEndgame short
01ncA,r1bq1rk1/pp3pp1/1nnbp2p/2p5/3P4/2P1B3/PPB1NPPP/RN1Q1RK1 b - - 2 11,b6c4 d1d3 f7f5 d3c4,1583,advantage master opening short
03XeV,r6r/2pqkp2/3p1pnp/p1bPp3/4P3/2P2QP1/NPKRNP1P/7R w - - 2 20,h1b1 d7a4 b2b3 a4a2 b1b2 a2a3,1583,advantage fork long middlegame
02Inh,3rkb1r/pb2pppp/5q2/3N4/8/3Q1P2/PPP3PP/2KR1B1R b k - 0 13,b7d5 d3b5 d5c6 d1d8 e8d8 b5b8,1589,attraction crushing discoveredAttack long middlegame
03dz8,8/2P1n3/6PK/3p1k2/p7/1P6/8/8 b - - 0 44,a4b3 g6g7 f5e5 c7c8q e7c8 g7g8q,1589,advancedPawn crushing deflection endgame knightEndgame long promotion
00ccX,r4rk1/1p1b1pbp/p1pp2p1/8/2PNq3/1P2P2P/PB1Q1PP1/R2R2K1 w - - 0 19,d2d3 e4d3 d1d3 c6c5 b2c3 c5d4,1591,crushing long middlegame
011JG,r1r3k1/4pp1p/3p2p1/8/q2bPP2/1N1R4/1PP2QPP/1K3R2 w - - 0 26,d3d4 a4a2 b1c1 a2b3,1593,crushing middlegame pin queensideAttack short
00Qqp,6k1/8/p3P1p1/8/8/2P3PP/1r5r/R3RK2 w - - 0 46,e6e7 h2h1,1597,endgame mate mateIn1 oneMove rookEndgame
034NC,r1b2rk1/pp3ppp/4pn2/3p4/PP1Q4/2P1P1P1/4qPBP/RN3RK1 w - - 1 14,b1d2 e6e5 d4e5 e2d2,1597,crushing deflection middlegame short
02k9d,5rk1/p2Q4/3p3p/1p1P2p1/3b2P1/6qP/PP1N2N1/5RK1 w - - 1 33,g1h1 g3h3,1598,mate mateIn1 middlegame oneMove
03AWC,2r1r1k1/1b3p1p/p2q1Bp1/3P2P1/1p2p1R1/3B3Q/PPP4P/1K6 b - - 1 23,e4d3 h3h7 g8h7 g4h4 h7g8 h4h8,1599,attraction kingsideAttack long mate mateIn3 middlegame operaMate sacrifice
02Eaa,8/pp2Q1pk/1qp3p1/3p2Pn/8/1P6/PBPN1r1P/R6K w - - 4 27,a1d1 f2h2 h1h2 b6f2 h2h3 f2g3,1601,attraction kingsideAttack long mate mateIn3 middlegame sacrifice
039P4,8/7Q/p1q2pp1/1p3k1p/1Pp2P2/P3PP2/6KP/8 w - - 1 36,h7h6 c4c3 e3e4 f5e6 f4f5 g6f5,1602,crushing endgame long queenEndgame
01Tr3,2R5/8/7p/2P2p1k/5K2/7P/PP4R1/4rr2 w - - 1 41,f4g3 f5f4 g3h2 f1h1,1603,endgame mate mateIn2 rookEndgame short
04E4E,r1b1k1nr/ppp2ppp/8/2bPp3/3n3q/2N2P2/PPP2BPP/R2QKBNR b KQkq - 2 7,d4f3 d1f3 c5f2 f3f2 h4f2 e1f2,1606,advantage hangingPiece long opening
006E1,5rk1/R4pp1/1p5p/3Q4/1PPp2q1/3P2P1/5P2/4nK2 w - - 0 34,f1e1 f8e8 e1f1 g4h3 d5g2 e8e1 f1e1 h3g2,1607,crushing deflection endgame veryLong
03MDl,4rr2/ppR3p1/3pq1k1/4p1p1/8/1P1Q3P/P6P/5R1K b - - 9 32,f8f5 f1f5 e6f5 c7g7 g6f6 g7f7 f6f7 d3f5,1607,attraction crushing deflection endgame veryLong
02qob,3Q2k1/3bBp2/2p3p1/1p3q2/p2P4/7P/2P3P1/6K1 b - - 4 39,g8h7 e7f6 f5f6 d8f6,1608,crushing endgame quietMove short
02xIH,8/Q4pkp/1p2p1p1/8/2B1n3/2P2NP1/Pq3PKP/8 w - - 2 25,c4e6 b2f2 g2h3 f2f3 a7f7 f3f7,1608,crushing deflection endgame long
04d8N,8/pkp5/1p2P1Q1/2b3p1/5q2/2N5/PPPK2PP/8 w - - 3 39,d2d3 f4e3 d3c4 e3d4 c4b3 d4b4,1609,endgame exposedKing long mate mateIn3
01hHF,8/3bkpp1/7p/2PB4/1K6/p5P1/5PP1/8 b - - 6 44,d7e6 d5e6 e7e6 b4a3,1611,bishopEndgame crushing endgame master short
04U8S,3r2k1/1bq2r1p/1p2Q1p1/1P6/6N1/5P2/7P/2R2R1K b - - 2 34,c7e7 g4h6 g8g7 e6f7 e7f7 h6f7,1616,advantage fork long middlegame
00pEZ,2kr2r1/ppq1bbBQ/2p1p3/2npP3/8/2P2N2/PPB2PPP/R4RK1 w - - 3 21,g7f6 e7f6 e5f6 g8h8,1619,advantage master middlegame short
01q0R,r3k2r/pp1n1pp1/4p1p1/2ppP3/3Pq3/1P3N1P/P1P2KP1/R1Q4R b kq - 3 18,c5d4 h1e1 e4f5 g2g4 f5f3 f2f3,1619,advantage long middlegame trappedPiece
024jR,2k1r1r1/bp3p2/n1p5/P2p3p/3Pn2B/N1P2q2/2Q1R1PP/R5K1 b - - 1 28,e4c3 e2e8 g8e8 g2f3,1619,crushing middlegame short
04SXy,8/R4pp1/pr6/7k/5K1P/5P2/8/8 w - - 0 44,a7f7 b6f6 f7f6 g7f6 f4f5 a6a5,1620,crushing defensiveMove endgame long rookEndgame
04fcx,2r3r1/1pqk1p1p/p3pPp1/3P4/8/Q7/PP3PPP/2RR2K1 b - - 0 24,c7c1 a3e7,1622,endgame mate mateIn1 oneMove
04972,rn1qk2r/pbp2ppp/1p1ppn2/3P4/5P2/2B2N2/PPP1Q1PP/2KR1B1R b kq - 2 10,b7d5 c3f6 d8f6 d1d5,1623,advantage intermezzo opening pin short
01bS3,3r1rk1/2p2ppp/p1n1p1bq/1pN4n/3P4/P1B2P2/1P2B1PP/2RQR2K w - - 6 20,c5a6 h5g3 h1g1 h6e3,1624,kingsideAttack mate mateIn2 middlegame pin short
037nc,8/5p2/p3r1kp/1p4p1/2p5/2P2KP1/PP1R1P1P/8 w - - 6 34,d2e2 g5g4 f3g4 e6e2,1625,crushing deflection endgame rookEndgame short
02obx,rnbqk2r/p1p1ppbp/1p1p1np1/8/3P1B2/2P1PN2/PP1N1PPP/R2QKB1R b KQkq - 1 6,c8a6 f1a6 b8a6 d1a4 d8d7 a4a6,1629,crushing fork long opening
03tiQ,6k1/pbp1nr1p/1p4pQ/4P3/3Pq3/6R1/PP1KNPn1/7R b - - 5 27,e7f5 g3g6 f7g7 h6h7,1630,advantage kingsideAttack middlegame pin short
045lA,r2qkb1r/p1nn1pp1/2p1p1bp/2PpP3/3P4/P1N2P1N/6PP/R1BQKB1R w KQkq - 0 13,f1d3 d8h4 h3f2 h4d4,1636,advantage middlegame short
03TWS,8/8/1pB5/pPk4p/P4K1P/1P6/4b3/8 w - a6 0 52,b5a6 c5c6 a6a7 c6b7,1638,bishopEndgame crushing endgame hangingPiece short
02x7w,2kr4/ppp2pr1/4pp2/2n5/2PqB3/P4Q2/5PPP/R2R2K1 b - - 4 20,d4e4 d1d8 c8d8 f3f6 d8e8 f6g7,1639,advantage attraction fork long middlegame
02ZFk,3Q1k2/8/8/2P5/1n5P/5q2/5P2/6K1 b - - 2 51,f8g7 d8d4 g7f7 d4b4,1641,crushing endgame fork short
02pOn,6k1/8/5p1Q/4p2P/4P1KN/2p2P2/3q2P1/8 w - - 1 52,h6f6 d2f4 f6f4 e5f4 g4f4 c3c2,1642,advancedPawn advantage endgame long
04I7U,6B1/p2R2pk/6Np/5P2/6P1/7P/P1r2r2/6K1 b - - 1 29,h7g8 d7d8 g8f7 d8f8,1642,endgame hookMate master masterVsMaster mate mateIn2 short
00ldC,3r1r2/pp3pk1/2p1pRp1/6Qp/2P5/P7/1q4PP/5R1K b - - 1 31,d8d2 f6g6 f7g6 g5e7 g7h6 e7f8 b2g7 f8f4 h6h7 f4d2,1650,advantage clearance deflection endgame fork sacrifice veryLong
02rN8,8/8/p2p4/1ppPpPk1/2P5/PP1P1K2/8/8 b - - 0 44,g5f5 c4b5 a6b5 a3a4 b5a4 b3a4,1651,crushing endgame long pawnEndgame
03R5U,8/8/8/6p1/2pBp1k1/1p6/1P2K3/8 b - - 2 61,g4g3 e2e3 g3h3 e3e4 c4c3 d4c3,1651,bishopEndgame crushing endgame long master
04Xg1,r1b2rk1/p3qp2/1p4pp/3R4/8/3Q2P1/P1B2PP1/3R2K1 b - - 1 26,c8f5 d5f5 a8d8 f5d5 d8d5 d3d5,1652,crushing long middlegame
04xE4,4r1k1/1p3pp1/pN1p3p/5P2/6P1/P2b3P/qPP3Q1/2KR4 w - - 0 24,d1d3 a2a1 c1d2 a1e1,1652,endgame mate mateIn2 queensideAttack short
04OPX,r2q1rk1/1bQ1bppp/p4n2/1p1P4/1np2B2/2N2N2/PP3PPP/2KR1B1R b - - 0 13,b4d5 c7b7 d8b6 b7b6,1653,advantage hangingPiece opening short
01kyG,8/1p3rk1/6Rp/1PnNKPn1/2P5/8/7P/8 b - - 6 50,g7h7 d5f6 f7f6 e5f6,1656,crushing endgame master short
04vr5,rn1qk2r/5ppp/b1pbp3/p7/2pPB3/5N2/PP3PPP/R1BQR1K1 b kq - 0 12,e8g8 e4h7 g8h7 f3g5 d8g5 c1g5,1656,attraction crushing kingsideAttack long opening sacrifice
01aBw,5k1r/R5p1/b4n1p/5P1q/5B2/P2p4/6PP/4Q1K1 b - - 0 26,a6b5 e1e7 f8g8 e7g7,1658,mate mateIn2 middlegame short
00ZDZ,8/pp4k1/2p3p1/3nRr2/3P1Pp1/2P3K1/PP6/5R2 w - - 3 36,g3g4 f5e5 d4e5 d5e3 g4f3 e3f1,1659,advantage endgame fork long
0231q,3k1rQ1/4b2P/2p2p2/4p3/4P3/3P4/p1q3PK/5R2 b - - 1 45,c2d2 g8f8 e7f8 h7h8q d2h6 h8h6,1660,advancedPawn advantage endgame long pin promotion
01Qdr,6k1/pp4p1/7p/1PPp4/P2b2rq/5rN1/6PP/3QR2K w - - 0 30,d1f3 h4h2 h1h2 g4h4,1664,attraction endgame mate mateIn2 pillsburysMate sacrifice short
05Bk8,3q2rk/p7/2pP3b/5Q2/4N2P/8/PPP3P1/4R2K w - - 1 26,d6d7 d8h4 h1g1 h4e1 g1h2 e1h4,1665,crushing endgame fork long
02dZy,8/6kr/2Q3p1/3p4/4b1P1/2P2r1P/PP3P1K/5R2 w - - 1 42,c6d6 f3h3 h2g1 h3h1,1666,endgame mate mateIn2 operaMate short
04tM3,rqr3k1/3n1ppp/N7/2R1Q3/3P4/P7/1P3PPP/4R1K1 b - - 8 27,b8e5 c5c8 a8c8 d4e5,1670,advantage intermezzo middlegame short
02uxo,1r3b2/2p1kp2/1qBp1n1p/1N1PP3/2P2p2/1P6/P4P2/R3RK2 b - - 0 27,d6e5 e1e5 e7d8 a1e1 b6c6 d5c6,1676,crushing long middlegame quietMove
0150p,8/pp4k1/2b2pr1/3r1R2/PP1Q4/8/7P/7K w - - 0 31,f5d5 g6g5 h2h4 g5d5 d4d5 c6d5,1677,crushing endgame long pin
04MIR,2b3k1/6b1/3p1nQ1/p2P4/PpB2R2/1P2q3/6P1/5K2 w - - 10 60,f4f6 e3c1 f1f2 c1b2,1681,advantage endgame master short
03C5N,2r3k1/1p4pp/p3b3/4p3/1P6/6P1/2KQB2P/q2R3R w - - 3 25,c2d3 a1d4,1682,mate mateIn1 middlegame oneMove
03ysU,3q1k1r/5p2/4p2p/p2pP2Q/2r2pR1/P1P5/6PP/5RK1 b - - 5 31,c4c3 g4f4 d8b6 g1h1,1684,crushing defensiveMove endgame short
00veX,1r3rk1/p4p2/2pq3p/4p1p1/4Pnb1/2PB1PB1/P1Q3PP/3R1RK1 b - - 0 18,d6c5 g3f2 c5a3 f3g4 b8b2 c2c1,1685,advantage defensiveMove long middlegame
02D4I,8/pR3k2/1p2b1pp/2pNPp2/1bP2P2/r5P1/5B1P/5K2 b - - 1 39,f7e8 b7e7 e8d8 e7e6,1685,crushing endgame fork master short
04lGh,r5k1/1pp2pp1/1p2r2p/6q1/1P6/P2P1Q1P/2P2PP1/R2K3R w - - 3 21,h1e1 e6e1 d1e1 g5e5,1690,attraction crushing endgame short
00DdW,5rk1/4bppp/4b3/1p1pPpPP/2pP4/2P5/rqNQKP2/2RRN3 b - - 5 23,e7a3 c1b1 b2b3 b1b3,1693,advantage middlegame short trappedPiece
03iL0,r4rk1/p3q1p1/2ppb2p/4n3/3NPp2/3B3P/PPP1Q1P1/R3R1K1 b - - 1 23,d6d5 e4d5 e6d5 e2e5,1693,advantage discoveredAttack middlegame short
00Bex,1rb1qrk1/6bp/2np4/2pNpp2/2P5/3P1B2/1B3PPP/1R1QR1K1 b - - 0 22,c8e6 d5c7 e8f7 c7e6,1695,crushing middlegame short
03qGC,2bk4/5R2/2P5/P3p3/2p2P2/2K5/2P2r2/8 w - - 0 40,c3c4 c8e6 c4d3 e6f7,1695,crushing endgame fork short
00Al5,2r3k1/p2q1pbp/1p2pnp1/nB1p4/3P4/1Pr1P2P/P1QB1PP1/2R2RK1 w - - 0 19,b5d7 c3c2 d7c8 c2d2,1696,advantage middlegame short
02wjy,r2r2k1/4Rp1p/2q3pB/b7/P1P1P3/5Q1P/6P1/7K b - - 2 34,c6c4 f3f6 a5c3 e4e5,1696,crushing defensiveMove middlegame short
01mvq,4r1k1/pp3ppp/1q4b1/1Nb3B1/2Q5/2P4P/PP3PP1/R5K1 w - - 1 24,g5h4 e8e4 b5d4 e4h4,1697,crushing interference middlegame short
00nUh,5rk1/p4pp1/1p4rp/2p1P3/3p1P2/P2PnP2/2P2R1P/2B1R2K b - - 4 25,e3g2 f2g2 g6g2 h1g2,1698,advantage endgame short
03eIH,3rr1k1/p4pp1/bp5p/2pB4/6n1/2N5/PPP2PPP/R2R2K1 b - - 8 20,a6e2 c3e2 d8d5 d1d5,1699,crushing middlegame short
044U6,5b2/6pk/1nNN3p/2pP3b/2P1p3/1qB3Q1/5PP1/6K1 w - - 0 34,d6e4 b3b1 g1h2 b1e4,1699,crushing fork master middlegame short
02WKM,2k4r/B1p3p1/2Qb3p/5p1q/4p3/2PP3r/PP3PRN/R6K w - - 0 25,c6a6 c8d8 a6d6 c7d6,1701,advantage middlegame short
03ojQ,8/2k5/2p4P/1p1b4/5r2/2K3Q1/P1P2P2/2b5 w - - 3 43,h6h7 b5b4 c3d3 d5c4,1702,endgame mate mateIn2 morphysMate short
00Qlc,8/5R2/P7/2p1r3/2Pp2k1/3K4/5p2/8 b - - 1 54,e5f5 f7f5 g4f5 d3e2 f2f1q e2f1,1706,crushing endgame long rookEndgame
05FAF,8/6R1/r3p1pP/3k4/3p4/8/5P1K/8 b - - 2 49,d4d3 h6h7 a6a8 g7g8,1706,advancedPawn crushing endgame rookEndgame short
01ciN,8/1b4k1/3P1qpp/2Q5/8/5P2/6PK/8 b - - 4 41,f6e6 c5c7 g7f6 d6d7 e6d7 c7d7,1708,advancedPawn crushing endgame fork long
0581A,5bk1/3p2pp/p1n1p1P1/1q1pP3/3P4/PrB2N2/1P1Q1P2/2R3K1 b - - 0 31,h7h6 d2f4 b5b8 f4f7,1711,crushing middlegame short
04K8u,1r2n1k1/4P1p1/p2N3p/1pp5/8/1P4P1/P1P1R1P1/6K1 w - - 1 33,e2e6 b8b6 e6h6 b6d6,1717,advantage endgame short
01UBF,1R6/p1p5/3b2kp/3Kp1r1/r4pPR/2B5/1P3P2/8 b - - 3 37,e5e4 d5e6 g5e5 c3e5,1718,advantage defensiveMove endgame master short
00ueM,2kr4/2pR4/2P1K1P1/8/8/p3n3/8/8 b - - 1 49,a3a2 d7d8 c8d8 g6g7 a2a1q g7g8q,1721,advancedPawn endgame long mate mateIn3 promotion
01RxX,3r3r/2k2ppp/p1n1p3/8/PpR5/3P4/1P2NPPP/4R1K1 b - - 2 21,d8d3 e1c1 d3d6 e2d4 d6d4 c4d4,1721,advantage endgame long pin quietMove
04YXv,1b2rk2/1p3q2/p1p2p1p/5Q2/2P3R1/1P4P1/P4PK1/8 b - - 6 34,f7e7 f5g6 e7f7 g6h6 f8e7 g4g7,1721,advantage endgame exposedKing long pin
036i1,4B3/8/1p5p/2pk1bp1/PP1p1p2/2P2P1P/3K2P1/8 b - - 0 40,d5c4 e8f7 f5e6 f7e6,1723,bishopEndgame endgame mate mateIn2 short
04eRe,r1b2r2/ppqn1ppk/2pb4/3p2N1/3P4/2N1P3/PPP3PP/R2Q1RK1 b - - 1 14,h7g8 d1h5 d6h2 g1h1 d7f6 f1f6,1723,crushing defensiveMove long opening
01iy8,2r3k1/2P2pp1/6r1/3p2qp/3N2b1/2R1P3/3Q1PPP/2R4K w - - 1 28,c3b3 g4f3 c1g1 f3g2 g1g2 g5g2,1724,long mate mateIn3 middlegame
03HWv,r2q1r2/2p1k1p1/p1n1pbQp/3p2P1/3P3P/PP1B1N2/5P2/R4RK1 b - - 0 24,f6d4 f3d4 c6d4 g6g7 f8f7 g7d4,1724,advantage capturingDefender fork long middlegame
01r0n,6k1/p1r3bp/R1n1p1p1/3p1p2/Br1P4/4PNqP/1PP3P1/Q3R1K1 b - - 1 25,b4b6 a6b6 a7b6 a4c6,1725,advantage middlegame short
04CN2,1k1rr3/ppp2p1p/8/3B4/3Q4/2NK2b1/PPP3P1/R1B1q3 b - - 8 26,c7c6 c1f4 g3f4 a1e1 e8e1 d4f4,1726,advantage discoveredAttack intermezzo long middlegame
01feF,8/8/2p3k1/1p1p1p1p/p1nP2PP/P1PK1P2/8/2B5 w - - 0 36,g4h5 g6h5 c1g5 c4a3,1728,crushing endgame short
01qFm,8/5p1p/p2r1pk1/1p2p3/1n2P3/3BK1P1/1PP2P1P/R7 w - - 1 24,f2f4 d6d3 c2d3 b4c2 e3d2 c2a1,1728,crushing endgame fork long sacrifice
01Cb9,4r2k/p3q1p1/7p/1Rp5/2PpN3/6P1/4Q2P/6K1 w - - 1 39,b5c5 e7c5 e4c5 e8e2,1730,crushing discoveredAttack endgame master short
02cVl,2k1rr2/1ppb4/1pnp1q2/3Q2p1/PP1N4/2P3Pp/4RPBP/4R1K1 w - - 0 23,g2h1 f6f2 e2f2 e8e1 f2f1 e1f1,1730,deflection kingsideAttack long mate mateIn3 middlegame sacrifice
03I4V,r1b2rk1/ppp2ppp/8/3Qn1q1/2B5/8/PPP2PPP/RN2R1K1 b - - 1 11,f8e8 d5f7 e5f7 e1e8,1732,kingsideAttack mate mateIn2 middlegame sacrifice short
03b2b,r4rk1/4bppp/p1ppbn2/4p3/1N2P3/q3B3/3NQPPP/1RR3K1 b - - 3 18,e6d7 d2c4 a3a4 c4b6,1732,advantage middlegame short
01xaX,2k2b1r/2p2ppp/p1N1p3/7n/q1P2B2/P5P1/5PBP/1R4K1 b - - 3 20,h5f4 b1b8 c8d7 b8d8,1733,mate mateIn2 middlegame queensideAttack short
03QFU,4rbk1/1q3ppp/8/p1p2N2/2PBn2P/5QP1/PP3P2/3R2K1 w - - 0 26,f5h6 g7h6 f3g4 e4g5,1735,advantage hangingPiece master middlegame short
01vf9,8/1pp2Rpk/3p3p/1q1Pb3/4P3/3P4/5Q1P/1r3B1K b - - 1 32,e5f6 f2f6 b1f1 f6f1,1736,crushing endgame master pin short
026Br,3r2k1/p3pp1p/2Q3pb/q2rP3/N4P2/P5P1/7P/2R2R1K b - - 0 24,d5d2 c1c5 d2d1 c5a5,1738,crushing master middlegame short trappedPiece
01w4t,5rk1/pp2q1p1/1n2p3/2p4Q/2P4R/1Pr5/P5PP/4R1K1 b - - 1 29,e7f6 h5h7 g8f7 e1f1,1739,advantage middlegame pin short
03OJW,r2q3r/pbpn1k2/1p2pb1B/4n3/4NQp1/3B4/PPP2PPP/R3R1K1 b - - 3 16,e5g6 e4g5 f7g8 d3g6,1740,crushing deflection discoveredAttack middlegame pin short
01hqi,r1b2rk1/pp2bppp/1qn1pn2/3pN3/3P1P2/3BP3/PP1N2PP/R1BQ1RK1 b - - 4 10,c6d4 e3d4 b6d4 g1h1,1742,advantage opening short
00MDy,8/pp6/2p1k3/2Pp2pp/1P1P1p2/P2K1P2/6PP/8 w - - 0 42,g2g3 f4g3 h2g3 h5h4 g3h4 g5h4,1745,crushing endgame long pawnEndgame
00TJN,r3r1k1/pp3pB1/2q3pp/3R1b2/8/P4Q2/BP3PPP/1R4K1 b - - 0 23,f5b1 f3f7 g8f7 d5d7,1745,attraction doubleCheck kingsideAttack mate mateIn2 middlegame sacrifice short
00UZP,5r1k/ppQ3p1/6qp/5r2/3Pp1b1/2P5/P2B1PPP/R4R1K w - - 5 22,c7b7 f5f2 f1f2 f8f2,1745,crushing middlegame short
01rGK,2r1r1k1/p2q1pp1/7p/2p1Bb2/2Q5/7P/PPP2PP1/R3R1K1 w - - 3 24,a1d1 e8e5 d1d7 e5e1 g1h2 f5d7,1746,advantage intermezzo long middlegame
0552M,8/8/p7/P4p2/3Kp1kp/4P3/5PP1/8 b - - 1 40,h4h3 g2h3 g4h3 d4e5 h3g4 e5f6 f5f4 f6e5 f4e3 f2e3,1747,crushing endgame pawnEndgame veryLong zugzwang
02624,r1bqk2r/pp3pb1/2np2p1/2p1p3/4P1p1/2NP1N2/PPPBBPP1/R1Q2RK1 w kq - 0 11,f3h2 d8h4 d2f4 e5f4,1749,crushing master opening short
005HG,r2q1rk1/p1p2pp1/3bbn1p/4N3/2Q5/1P4P1/PB1PPP1P/RN2K2R w KQ - 1 12,c4c2 d6e5 b2e5 d8d5 f2f3 d5e5,1752,advantage clearance fork long opening
01wyO,8/8/8/pp1p1k2/6pP/1PP3K1/P7/8 w - - 0 41,a2a3 b5b4 c3b4 a5b4 a3a4 d5d4,1753,crushing defensiveMove endgame long pawnEndgame
